"STA","TIME","ARID","JDATE","STASSID","CHANID","CHAN","IPHASE","STYPE","DELTIM","AZIMUTH","DELAZ","SLOW","DELSLO","EMA","RECT","AMP","PER","LOGAT","CLIP","FM","SNR","QUAL","AUTH","COMMID","LDDATE"
"MMAI",1547632820.27743,588358,2019016,-1,-1,"fk","P","-",1.59,162.09,0.74,16.54,0.21,-1,-1,-1,-1,-1,"-","-",4.82891,"-","sharon",-1,17-JAN-19
